OzDES,RAJ2000,DEJ2000,z,Flag,types
"OzDES_009238",53.850583,-28.983972,0.66489,3,"LRG"
"OzDES_009242",53.859917,-28.963306,2.76144,4,"AGN_monitoring"
"OzDES_009250",53.809,-28.966611,0.10346,4,"BrightGalaxy"
"OzDES_009253",53.865458,-28.919917,0.54018,4,"LRG"
"OzDES_009256",53.88625,-28.91775,0.65368,3,"LRG"
"OzDES_009249",53.979667,-28.924639,4.0E-5,3,"AGN_reverberation"
"OzDES_000750",54.027917,-28.909917,0.44984,3,"Photo-z"
"OzDES_008258",54.004583,-28.893306,0.75081,3,"LRG"
"OzDES_000749",54.025583,-28.887556,0.06013,4,"Photo-z"
"OzDES_008261",54.03375,-28.879389,2.51341,4,"AGN_monitoring"
"OzDES_008262",53.972917,-28.879833,0.14927,4,"AGN_reverberation"
"OzDES_009255",53.925833,-28.920083,0.49002,4,"RedMaGiC"
"OzDES_008260",53.88825,-28.88275,2.0321,4,"RadioGalaxy"
"OzDES_008267",53.916333,-28.868778,0.21427,4,"BrightGalaxy"
"OzDES_009257",54.182167,-28.915083,0.29841,4,"AGN_reverberation"
"OzDES_000752",54.112792,-28.88975,0.69446,4,"Photo-z"
"OzDES_000751",54.109833,-28.867889,0.55499,3,"Photo-z"
"OzDES_000756",54.255167,-28.829472,0.19782,3,"Photo-z"
"OzDES_000757",54.251625,-28.796194,0.21243,4,"Photo-z"
"OzDES_008279",54.280667,-28.768722,0.64099,3,"LRG"
"OzDES_000755",54.200375,-28.800056,0.19714,4,"Photo-z"
"OzDES_000708",54.215792,-28.732833,0.53812,4,"Photo-z"
"OzDES_002522",54.043833,-28.850889,-2.0E-5,6,"Tertiary"
"OzDES_008272",54.059833,-28.825556,4.0E-5,3,"AGN_reverberation"
"OzDES_008274",54.102625,-28.775333,4.0E-5,3,"AGN_reverberation"
"OzDES_000747",53.9775,-28.806083,0.20858,4,"Photo-z"
"OzDES_000748",54.015792,-28.793583,0.63388,4,"Photo-z"
"OzDES_008282",54.05425,-28.750083,-3.0E-4,6,"BrightGalaxy"
"OzDES_000754",54.171,-28.770639,0.28117,3,"Photo-z"
"OzDES_000753",54.117583,-28.769472,0.20847,4,"Photo-z"
"OzDES_000710",54.201917,-28.737444,0.1042,4,"Photo-z"
"OzDES_008283",54.167875,-28.739722,2.12399,4,"AGN_monitoring"
"OzDES_008305",54.108958,-28.699111,0.54439,4,"RedMaGiC"
"OzDES_008304",54.104375,-28.696611,4.0E-5,3,"AGN_reverberation"
"OzDES_008302",54.143208,-28.708611,0.19745,4,"BrightGalaxy"
"OzDES_000707",54.144958,-28.707139,0.41763,4,"Photo-z"
"OzDES_008300",54.146792,-28.701722,1.88774,3,"AGN_reverberation"
"OzDES_008312",54.138167,-28.674222,0.12942,4,"AGN_monitoring"
"OzDES_009243",54.4805,-28.954861,0.48728,3,"ClusterGalaxy"
"OzDES_009259",54.48925,-28.908667,0.92659,3,"LRG"
"OzDES_000764",54.507375,-28.887583,0.29895,4,"Photo-z"
"OzDES_000761",54.437417,-28.903056,0.2256,4,"Photo-z"
"OzDES_009264",54.417333,-28.896389,0.22443,4,"LRG"
"OzDES_008013",54.419708,-28.89325,0.65584,4,"LRG"
"OzDES_002393",54.444917,-28.888833,2.1E-4,6,"FStar"
"OzDES_008019",54.429333,-28.886583,0.82923,3,"LRG"
"OzDES_000762",54.439208,-28.879667,0.66307,3,"Photo-z"
"OzDES_000765",54.641458,-28.78775,0.80944,3,"Photo-z"
"OzDES_008044",54.425333,-28.824139,0.66432,3,"LRG"
"OzDES_000759",54.391583,-28.855944,0.23726,4,"Photo-z"
"OzDES_000763",54.4715,-28.820056,0.46623,3,"Photo-z"
"OzDES_008068",54.462625,-28.802278,0.10293,4,"BrightGalaxy"
"OzDES_008063",54.423042,-28.788194,0.64194,3,"LRG"
"OzDES_000760",54.39225,-28.794472,0.24134,4,"Photo-z"
"OzDES_008064",54.389958,-28.787917,0.72749,4,"LRG"
"OzDES_008074",54.516625,-28.74775,1.40515,4,"AGN_reverberation"
"OzDES_000715",54.534,-28.728667,0.06823,4,"Photo-z"
"OzDES_000714",54.532083,-28.725167,0.06837,4,"Photo-z"
"OzDES_002392",54.472958,-28.720944,-2.1E-4,6,"FStar"
"OzDES_008095",54.511542,-28.679583,0.86508,3,"LRG"
"OzDES_000717",54.684792,-28.705,0.53959,3,"Photo-z"
"OzDES_002459",54.723833,-28.687889,0.26044,4,"ClusterGalaxy"
"OzDES_000718",54.688792,-28.687417,0.06732,4,"Photo-z"
"OzDES_008108",54.630375,-28.669417,0.10554,4,"BrightGalaxy"
"OzDES_008122",54.672083,-28.638889,0.10293,4,"BrightGalaxy"
"OzDES_000719",54.775667,-28.6645,0.33777,4,"Photo-z"
"OzDES_008097",54.735542,-28.682222,1.6E-4,6,"BrightGalaxy"
"OzDES_002460",54.757875,-28.670361,0.34736,4,"ClusterGalaxy"
"OzDES_000720",54.78775,-28.634083,0.45334,4,"Photo-z"
"OzDES_002397",54.788208,-28.606528,8.8E-4,6,"FStar"
"OzDES_002398",54.719792,-28.661167,-1.1E-4,6,"FStar"
"OzDES_008133",54.716875,-28.645861,0.06886,4,"BrightGalaxy"
"OzDES_008130",54.697292,-28.638667,0.10604,4,"BrightGalaxy"
"OzDES_008144",54.755667,-28.605917,0.10776,4,"BrightGalaxy"
"OzDES_008153",54.723708,-28.591556,0.07052,4,"BrightGalaxy"
"OzDES_008164",54.733542,-28.569667,1.0E-4,6,"BrightGalaxy"
"OzDES_008160",54.758667,-28.576944,0.87166,3,"ClusterGalaxy"
"OzDES_002513",54.761625,-28.562833,4.0E-4,6,"Tertiary"
"OzDES_000716",54.568708,-28.686472,0.33997,4,"Photo-z"
"OzDES_008112",54.588083,-28.674083,3.2E-4,4,"AGN_reverberation"
"OzDES_008111",54.607125,-28.657667,0.10399,4,"BrightGalaxy"
"OzDES_008127",54.631292,-28.621833,0.91992,3,"LRG"
"OzDES_008143",54.612708,-28.600417,0.07799,3,"ELG"
"OzDES_008134",54.55475,-28.623139,0.12672,4,"BrightGalaxy"
"OzDES_008138",54.5895,-28.609972,0.83459,4,"LRG"
"OzDES_008135",54.654083,-28.614028,0.87446,3,"ELG"
"OzDES_008151",54.702917,-28.596583,0.10585,4,"BrightGalaxy"
"OzDES_000664",54.714333,-28.571,0.125,4,"Photo-z"
"OzDES_008168",54.7025,-28.561778,5.1E-4,6,"BrightGalaxy"
"OzDES_008190",54.731417,-28.53025,0.06745,4,"BrightGalaxy"
"OzDES_008171",54.64075,-28.544861,0.65107,3,"LRG"
"OzDES_000662",54.589125,-28.544861,0.33445,3,"Photo-z"
"OzDES_008188",54.604542,-28.529333,0.10676,4,"BrightGalaxy"
"OzDES_008186",54.672417,-28.530306,0.1039,4,"BrightGalaxy"
"OzDES_000663",54.699333,-28.510083,0.641,4,"Photo-z"
"OzDES_008210",54.671375,-28.471361,0.10634,4,"BrightGalaxy"
"OzDES_000713",54.368417,-28.743361,0.37924,4,"Photo-z"
"OzDES_008299",54.30275,-28.704083,0.33733,3,"RedMaGiC"
"OzDES_008298",54.240875,-28.704889,0.86639,3,"LRG"
"OzDES_008301",54.304875,-28.702222,0.64247,3,"LRG"
"OzDES_000712",54.345833,-28.668194,0.9011,3,"Photo-z"
"OzDES_008306",54.293917,-28.693056,0.51423,4,"RedMaGiC"
"OzDES_000711",54.327417,-28.645944,0.2002,4,"Photo-z"
"OzDES_008314",54.304792,-28.65275,0.89288,3,"ELG"
"OzDES_008110",54.388833,-28.669694,3.9E-4,4,"AGN_reverberation"
"OzDES_008109",54.457083,-28.650472,0.81077,3,"LRG"
"OzDES_008117",54.441458,-28.641028,0.86799,3,"LRG"
"OzDES_008131",54.4565,-28.617389,0.9261,3,"ELG"
"OzDES_008141",54.454917,-28.611028,1.1E-4,6,"BrightGalaxy"
"OzDES_008118",54.369208,-28.645,0.10829,3,"BrightGalaxy"
"OzDES_008129",54.401167,-28.622333,0.85858,3,"ClusterGalaxy"
"OzDES_008150",54.397708,-28.590222,0.63962,3,"RedMaGiC"
"OzDES_008155",54.398667,-28.586528,0.86223,4,"LRG"
"OzDES_008162",54.377125,-28.573556,0.63872,3,"ClusterGalaxy"
"OzDES_008307",54.255458,-28.688694,0.10373,3,"BrightGalaxy"
"OzDES_008311",54.271667,-28.672306,0.0934,4,"BrightGalaxy"
"OzDES_000709",54.23875,-28.609083,0.10712,4,"Photo-z"
"OzDES_000658",54.221333,-28.584028,0.33386,4,"Photo-z"
"OzDES_008343",54.358542,-28.523306,0.63636,3,"LRG"
"OzDES_000659",54.247042,-28.541833,0.35695,4,"Photo-z"
"OzDES_008350",54.327583,-28.500056,0.51975,3,"RedMaGiC"
"OzDES_008348",54.296917,-28.502889,0.33354,3,"LRG"
"OzDES_008137",54.480375,-28.613194,0.66401,3,"LRG"
"OzDES_000660",54.537625,-28.575611,0.10712,4,"Photo-z"
"OzDES_008161",54.523,-28.573306,0.78965,3,"ELG"
"OzDES_008173",54.557958,-28.556361,0.12667,4,"BrightGalaxy"
"OzDES_008187",54.50325,-28.517472,0.92754,3,"ClusterGalaxy"
"OzDES_008215",54.653292,-28.463028,0.10668,4,"BrightGalaxy"
"OzDES_008220",54.562833,-28.445222,0.22536,4,"BrightGalaxy"
"OzDES_000661",54.555958,-28.443611,0.33599,4,"Photo-z"
"OzDES_008218",54.541708,-28.451167,0.6142,4,"ClusterGalaxy"
"OzDES_008226",54.604167,-28.414361,0.06788,3,"BrightGalaxy"
"OzDES_008172",54.404333,-28.5435,0.12281,3,"LRG"
"OzDES_008180",54.405167,-28.537028,0.12333,4,"BrightGalaxy"
"OzDES_008178",54.392958,-28.534167,0.52363,3,"LRG"
"OzDES_008222",54.4745,-28.450056,4.2E-4,4,"AGN_reverberation"
"OzDES_008223",54.39,-28.423083,0.61314,4,"LRG"
"OzDES_008234",54.453375,-28.374361,0.61842,4,"LRG"
"OzDES_000637",54.440583,-28.383694,0.61438,3,"Photo-z"
"OzDES_000638",54.489167,-28.3515,0.1973,4,"Photo-z"
"OzDES_000640",54.526708,-28.325667,0.33436,4,"Photo-z"
"OzDES_009261",53.808292,-28.90975,-2.0E-4,3,"BrightGalaxy"
"OzDES_000745",53.86575,-28.882556,1.0E-5,4,"Photo-z"
"OzDES_000741",53.773875,-28.899194,1.0E-5,4,"Photo-z"
"OzDES_000740",53.723917,-28.897167,0.17916,4,"Photo-z"
"OzDES_008265",53.731208,-28.872806,0.53221,4,"LRG"
"OzDES_008271",53.824875,-28.843444,0.17689,4,"RadioGalaxy"
"OzDES_000742",53.784583,-28.828583,0.63556,3,"Photo-z"
"OzDES_000746",53.842458,-28.841417,0.75816,4,"Photo-z"
"OzDES_000743",53.847042,-28.807556,0.10483,4,"Photo-z"
"OzDES_008273",53.806708,-28.787806,0.10225,4,"BrightGalaxy"
"OzDES_000744",53.867708,-28.789528,0.78687,4,"Photo-z"
"OzDES_008269",53.728875,-28.843333,2.8E-4,6,"BrightGalaxy"
"OzDES_008275",53.67875,-28.800833,0.10432,4,"BrightGalaxy"
"OzDES_008281",53.70075,-28.752806,2.50767,4,"AGN_monitoring"
"OzDES_008288",53.715625,-28.734417,0.46751,4,"RadioGalaxy"
"OzDES_008289",53.699667,-28.736889,0.1299,4,"BrightGalaxy"
"OzDES_008278",53.812,-28.776889,0.10433,3,"BrightGalaxy"
"OzDES_008276",53.765333,-28.774056,0.74984,4,"AGN_reverberation"
"OzDES_008280",53.756417,-28.766389,0.10368,4,"BrightGalaxy"
"OzDES_008285",53.7775,-28.744222,0.10262,4,"BrightGalaxy"
"OzDES_008296",53.83875,-28.721611,0.10361,3,"BrightGalaxy"
"OzDES_008293",53.833667,-28.71625,0.93105,4,"AGN_monitoring"
"OzDES_002514",53.816958,-28.717944,-1.2E-4,6,"Tertiary"
"OzDES_002372",53.846125,-28.691028,4.6E-4,6,"FStar"
"OzDES_008286",53.76025,-28.743667,0.10399,4,"BrightGalaxy"
"OzDES_008291",53.748542,-28.717028,0.46612,3,"RadioGalaxy"
"OzDES_008303",53.7385,-28.697722,0.46583,4,"RadioGalaxy"
"OzDES_008310",53.826542,-28.672833,0.8154,3,"ELG"
"OzDES_008277",53.990125,-28.772222,0.7557,3,"RadioGalaxy"
"OzDES_008287",53.950917,-28.733889,1.54232,3,"RadioGalaxy"
"OzDES_008284",54.019958,-28.747722,0.10331,4,"BrightGalaxy"
"OzDES_000700",53.906083,-28.731694,0.75503,4,"Photo-z"
"OzDES_008290",53.928333,-28.725778,-2.0E-5,6,"RadioGalaxy"
"OzDES_008294",53.934167,-28.708667,-5.0E-5,6,"BrightGalaxy"
"OzDES_008292",53.901583,-28.717139,0.96001,4,"RadioGalaxy"
"OzDES_008297",53.894458,-28.706056,0.54302,3,"RadioGalaxy"
"OzDES_008309",53.928375,-28.686361,0.31364,3,"RadioGalaxy"
"OzDES_000703",53.97875,-28.678778,0.10357,3,"Photo-z"
"OzDES_008318",53.970583,-28.637528,0.28115,4,"RadioGalaxy"
"OzDES_008313",54.031417,-28.660083,0.06886,4,"BrightGalaxy"
"OzDES_000706",54.086292,-28.646722,0.3835,3,"Photo-z"
"OzDES_002382",53.996458,-28.659889,5.4E-4,6,"FStar"
"OzDES_008319",54.022875,-28.635306,2.0E-4,6,"RadioGalaxy"
"OzDES_000705",54.029583,-28.621917,0.34032,4,"Photo-z"
"OzDES_000704",53.987708,-28.645556,0.46742,3,"Photo-z"
"OzDES_000698",53.877125,-28.709583,0.21498,4,"Photo-z"
"OzDES_008308",53.903417,-28.687972,0.06904,4,"BrightGalaxy"
"OzDES_008315",53.890208,-28.648972,0.10291,4,"RadioGalaxy"
"OzDES_000699",53.862125,-28.647917,0.33809,3,"Photo-z"
"OzDES_008316",53.871708,-28.646667,0.86207,3,"RadioGalaxy"
"OzDES_008323",53.932458,-28.613972,0.34704,4,"RadioGalaxy"
"OzDES_000697",53.816208,-28.621917,0.33457,4,"Photo-z"
"OzDES_000701",53.877625,-28.607944,0.1211,4,"Photo-z"
"OzDES_000702",53.961875,-28.619444,0.27858,4,"Photo-z"
"OzDES_008322",53.962417,-28.618806,0.27904,4,"RadioGalaxy"
"OzDES_000656",54.013208,-28.547472,0.22366,4,"Photo-z"
"OzDES_000654",53.915042,-28.57975,0.33516,3,"Photo-z"
"OzDES_008332",53.922208,-28.569861,0.58347,3,"RadioGalaxy"
"OzDES_000655",53.945792,-28.5575,0.47857,4,"Photo-z"
"OzDES_008335",53.90175,-28.552667,0.10346,4,"RadioGalaxy"
"OzDES_008337",53.893167,-28.544806,0.3788,4,"RadioGalaxy"
"OzDES_008341",53.894542,-28.530361,1.22486,4,"AGN_monitoring"
"OzDES_000694",53.674708,-28.732944,0.84688,4,"Photo-z"
"OzDES_008295",53.650958,-28.710861,0.36925,4,"RadioGalaxy"
"OzDES_000696",53.71025,-28.705056,1.0E-5,3,"Photo-z"
"OzDES_008317",53.673083,-28.646333,0.33908,4,"RadioGalaxy"
"OzDES_008321",53.687458,-28.625389,0.33828,4,"RadioGalaxy"
"OzDES_008320",53.656417,-28.622389,1.15551,4,"AGN_reverberation"
"OzDES_008325",53.647875,-28.608778,0.96261,4,"AGN_monitoring"
"OzDES_008327",53.640958,-28.607167,0.15001,4,"RadioGalaxy"
"OzDES_000693",53.642542,-28.605556,0.34939,3,"Photo-z"
"OzDES_000695",53.707542,-28.618722,0.20923,4,"Photo-z"
"OzDES_000692",53.543333,-28.694056,0.14868,4,"Photo-z"
"OzDES_010216",53.532,-28.69075,0.49626,3,"LRG"
"OzDES_008324",53.55825,-28.611583,0.72345,3,"LRG"
"OzDES_010239",53.478667,-28.63975,0.59625,3,"RadioGalaxy"
"OzDES_010241",53.502708,-28.63575,0.67119,3,"LRG"
"OzDES_010242",53.511375,-28.636556,0.66244,4,"LRG"
"OzDES_001583",53.518417,-28.631417,0.24007,4,"Photo-z"
"OzDES_010244",53.496667,-28.636278,0.66449,4,"RadioGalaxy"
"OzDES_000690",53.496875,-28.634639,0.66877,4,"Photo-z"
"OzDES_001581",53.499792,-28.630417,0.59779,3,"Photo-z"
"OzDES_000687",53.509292,-28.623944,0.35409,4,"Photo-z"
"OzDES_010258",53.499875,-28.621722,0.15007,4,"BrightGalaxy"
"OzDES_010256",53.480875,-28.620333,0.65692,4,"LRG"
"OzDES_010261",53.489208,-28.597333,0.15093,4,"RadioGalaxy"
"OzDES_010262",53.481083,-28.594361,0.6123,3,"RadioGalaxy"
"OzDES_010266",53.531125,-28.583778,0.59859,3,"RadioGalaxy"
"OzDES_010265",53.501292,-28.586972,0.0827,3,"AGN_reverberation"
"OzDES_001517",53.533042,-28.575389,0.47615,3,"Photo-z"
"OzDES_008331",53.6325,-28.578806,-2.0E-5,6,"RadioGalaxy"
"OzDES_008328",53.598125,-28.590583,0.62934,3,"RadioGalaxy"
"OzDES_008334",53.615167,-28.567611,0.08323,4,"BrightGalaxy"
"OzDES_008342",53.683333,-28.530083,0.65152,4,"AGN_reverberation"
"OzDES_008330",53.569167,-28.581694,-2.0E-5,6,"RadioGalaxy"
"OzDES_001519",53.588417,-28.541583,0.44689,3,"Photo-z"
"OzDES_000648",53.624583,-28.525111,0.21749,4,"Photo-z,RadioGalaxy"
"OzDES_008358",53.58625,-28.505667,1.5E-4,6,"BrightGalaxy"
"OzDES_001521",53.613667,-28.496333,0.40724,4,"Photo-z"
"OzDES_001520",53.610292,-28.467194,0.2908,4,"Photo-z"
"OzDES_008326",53.795375,-28.60875,0.3407,4,"RadioGalaxy"
"OzDES_008329",53.814792,-28.585694,0.21466,4,"AGN_reverberation"
"OzDES_008336",53.791583,-28.548694,0.99348,4,"AGN_monitoring"
"OzDES_008333",53.854417,-28.56575,0.54359,4,"RadioGalaxy"
"OzDES_008338",53.865958,-28.548528,0.10479,4,"RadioGalaxy"
"OzDES_000653",53.853625,-28.542861,0.83267,3,"Photo-z"
"OzDES_008340",53.717,-28.532083,0.70289,3,"RadioGalaxy"
"OzDES_008347",53.785292,-28.517583,0.70474,3,"RadioGalaxy"
"OzDES_008339",53.8705,-28.534333,1.94279,4,"AGN_reverberation"
"OzDES_008349",53.911417,-28.503611,0.7307,3,"RadioGalaxy"
"OzDES_000651",53.826542,-28.484806,0.65605,3,"AGN_monitoring,Photo-z"
"OzDES_000652",53.829542,-28.473694,0.70531,3,"Photo-z"
"OzDES_008362",53.830917,-28.436472,0.38024,4,"RadioGalaxy"
"OzDES_008367",53.877917,-28.418694,0.18156,4,"BrightGalaxy"
"OzDES_000650",53.683583,-28.520889,0.3619,4,"Photo-z"
"OzDES_000649",53.705333,-28.478083,0.32756,4,"Photo-z"
"OzDES_008351",53.748958,-28.491028,0.74807,3,"RadioGalaxy"
"OzDES_008355",53.725625,-28.476167,1.53643,4,"AGN_reverberation"
"OzDES_008354",53.662,-28.484722,0.14897,4,"RadioGalaxy"
"OzDES_001523",53.663458,-28.467861,0.36985,4,"Photo-z"
"OzDES_008356",53.647917,-28.470056,0.93955,4,"AGN_monitoring"
"OzDES_001522",53.643208,-28.454389,0.36012,4,"Photo-z"
"OzDES_000626",53.797333,-28.414528,0.57472,4,"Photo-z"
"OzDES_008365",53.810958,-28.415778,0.46482,4,"RadioGalaxy"
"OzDES_008372",53.859542,-28.372806,0.66237,3,"LRG"
"OzDES_008373",53.715333,-28.368139,0.35518,4,"RedMaGiC"
"OzDES_008378",53.786875,-28.340472,0.62796,3,"RedMaGiC"
"OzDES_008381",53.808125,-28.324917,-2.0E-5,6,"RadioGalaxy"
"OzDES_008379",53.7845,-28.337389,0.62815,3,"AGN_reverberation"
"OzDES_002871",54.147,-28.624444,0.338,4,"SpARCS"
"OzDES_008345",54.191917,-28.521083,2.0E-5,4,"ELG"
"OzDES_008353",54.247,-28.485944,0.51901,3,"RedMaGiC"
"OzDES_008357",54.256792,-28.464972,1.93361,4,"AGN_monitoring"
"OzDES_000657",54.161708,-28.449917,0.34171,4,"Photo-z"
"OzDES_000634",54.260458,-28.413528,0.64102,4,"Photo-z"
"OzDES_000633",54.238333,-28.415861,0.30825,4,"Photo-z"
"OzDES_002520",54.12425,-28.472389,0.0,6,"Tertiary"
"OzDES_008360",54.036375,-28.449111,0.22093,4,"AGN_reverberation"
"OzDES_008364",54.068208,-28.422167,0.10488,4,"BrightGalaxy"
"OzDES_008368",54.064625,-28.400833,0.10273,4,"BrightGalaxy"
"OzDES_000629",54.0495,-28.380389,0.54125,4,"Photo-z"
"OzDES_000632",54.174625,-28.415806,0.52074,4,"Photo-z"
"OzDES_000631",54.151083,-28.389028,0.68518,4,"Photo-z"
"OzDES_008374",54.128417,-28.367222,0.72828,3,"LRG"
"OzDES_000630",54.126917,-28.332333,0.65505,4,"Photo-z"
"OzDES_008359",54.312792,-28.452222,0.84219,3,"LRG"
"OzDES_008239",54.375333,-28.355056,0.06888,4,"BrightGalaxy"
"OzDES_000635",54.316125,-28.312556,0.27977,4,"Photo-z"
"OzDES_008240",54.411125,-28.299194,0.61909,3,"ClusterGalaxy"
"OzDES_008246",54.457292,-28.285972,7.4E-4,6,"BrightGalaxy"
"OzDES_008248",54.428625,-28.270889,0.73076,3,"LRG"
"OzDES_000636",54.36775,-28.297917,0.22745,3,"Photo-z"
"OzDES_008244",54.370917,-28.292722,0.07265,3,"BrightGalaxy"
"OzDES_008243",54.373125,-28.28425,0.57037,3,"LRG"
"OzDES_008395",54.307333,-28.208722,0.6817,3,"LRG"
"OzDES_007121",54.287792,-28.173806,0.51434,3,"RedMaGiC"
"OzDES_007124",54.287167,-28.161667,0.10826,4,"BrightGalaxy"
"OzDES_000053",54.000208,-28.363194,-1.6E-4,6,"Tertiary"
"OzDES_000628",53.907625,-28.393361,0.34025,4,"Photo-z"
"OzDES_008376",53.934833,-28.347417,0.16051,3,"RadioGalaxy"
"OzDES_008386",54.133333,-28.285056,0.22174,4,"LRG"
"OzDES_008384",53.907917,-28.317806,0.06061,4,"BrightGalaxy"
"OzDES_008390",53.900792,-28.271917,0.10264,4,"RadioGalaxy"
"OzDES_008383",53.861042,-28.302639,0.85992,3,"RadioGalaxy"
"OzDES_000627",53.80775,-28.286694,0.28201,4,"Photo-z"
"OzDES_000612",53.919333,-28.175528,0.16673,4,"Photo-z"
"OzDES_008401",53.959375,-28.173861,0.33936,4,"RadioGalaxy"
"OzDES_008402",53.999375,-28.164722,0.22079,3,"RadioGalaxy"
"OzDES_008412",53.954542,-28.156611,-1.1E-4,6,"BrightGalaxy"
"OzDES_008409",53.934417,-28.157556,0.06036,4,"RadioGalaxy"
"OzDES_000614",54.084125,-28.220972,0.10216,4,"Photo-z"
"OzDES_008400",54.097417,-28.168889,0.35278,4,"AGN_monitoring"
"OzDES_000615",54.133125,-28.174,0.34037,4,"Photo-z"
"OzDES_008408",54.1475,-28.141333,2.06321,4,"AGN_monitoring"
"OzDES_008410",54.128167,-28.134722,0.60863,3,"RedMaGiC"
"OzDES_000616",54.22225,-28.164111,0.41589,4,"Photo-z"
"OzDES_008404",54.202583,-28.158417,0.93663,3,"ELG"
"OzDES_000617",54.302875,-28.119972,0.28598,3,"Photo-z"
"OzDES_007134",54.274292,-28.095,2.6E-4,4,"AGN_reverberation"
"OzDES_007135",54.271,-28.09,0.10155,3,"Photo-z"
"OzDES_008414",54.177458,-28.139333,0.10269,4,"BrightGalaxy"
"OzDES_000023",54.175375,-28.132139,-3.4E-4,6,"Tertiary"
"OzDES_008428",54.193083,-28.102333,0.10303,4,"BrightGalaxy"
"OzDES_008422",54.18875,-28.098444,0.69698,4,"LRG"
"OzDES_008436",54.225042,-28.084333,0.10601,4,"BrightGalaxy"
"OzDES_008438",54.210917,-28.070444,1.64045,4,"AGN_monitoring"
"OzDES_008440",54.238958,-28.056361,0.14965,3,"ELG"
"OzDES_008405",54.077,-28.176806,6.0E-5,4,"AGN_reverberation"
"OzDES_000613",54.038125,-28.162028,0.31527,4,"Photo-z"
"OzDES_008417",54.068708,-28.13925,5.1E-4,4,"AGN_reverberation"
"OzDES_008426",53.994208,-28.096528,-2.0E-5,6,"RadioGalaxy"
"OzDES_008430",54.002917,-28.094611,0.25896,3,"RadioGalaxy"
"OzDES_008429",54.003417,-28.092694,0.25783,4,"RadioGalaxy"
"OzDES_008418",54.046875,-28.116417,0.14822,4,"BrightGalaxy"
"OzDES_008427",54.049458,-28.095389,2.52753,4,"AGN_monitoring"
"OzDES_008437",54.090125,-28.080972,0.10413,4,"BrightGalaxy"
"OzDES_008435",54.136583,-28.081806,0.61551,3,"ClusterGalaxy"
"OzDES_002872",54.192583,-28.053167,0.10453,4,"SpARCS"
"OzDES_008442",54.165792,-28.05625,0.0,4,"AGN_reverberation"
"OzDES_008452",54.185458,-27.998889,0.10285,3,"BrightGalaxy"
"OzDES_008453",54.11725,-27.999083,0.10525,4,"BrightGalaxy"
"OzDES_008101",52.960958,-29.063722,0.9199,3,"LRG"
"OzDES_008100",52.978333,-29.074222,4.7E-4,3,"AGN_reverberation"
"OzDES_001655",52.962458,-29.038056,0.18348,4,"Photo-z"
"OzDES_001651",52.85225,-29.061556,0.38925,4,"Photo-z"
"OzDES_001652",52.870417,-29.046972,0.16732,4,"Photo-z"
"OzDES_008156",52.983208,-28.998861,0.68533,4,"LRG"
"OzDES_001659",53.049083,-28.966472,0.60864,4,"Photo-z"
"OzDES_001660",53.056417,-28.953389,0.15148,4,"Photo-z"
"OzDES_001658",53.02975,-28.953889,0.119,4,"Photo-z"
"OzDES_001657",52.972417,-28.980056,0.07773,4,"Photo-z"
"OzDES_001656",52.962042,-28.957639,0.11806,4,"Photo-z"
"OzDES_008174",52.990417,-28.960083,1.08856,3,"AGN_reverberation"
"OzDES_008193",53.011917,-28.956611,0.11889,4,"BrightGalaxy"
"OzDES_001653",52.874042,-29.001389,0.19387,4,"AGN_reverberation,Photo-z"
"OzDES_001654",52.91475,-28.949139,0.33056,4,"Photo-z"
"OzDES_008206",52.95125,-28.930306,0.11936,4,"BrightGalaxy"
"OzDES_008184",52.875958,-28.936111,0.80494,3,"ELG"
"OzDES_008204",52.967208,-28.911861,0.11874,4,"BrightGalaxy"
"OzDES_001634",52.97675,-28.902806,0.4232,4,"Photo-z"
"OzDES_001631",52.989125,-28.884,0.30646,4,"Photo-z"
"OzDES_002349",52.97175,-28.889306,5.0E-4,6,"FStar"
"OzDES_001633",52.941042,-28.857444,0.16327,4,"Photo-z"
"OzDES_008208",52.880708,-28.903944,7.0E-5,6,"BrightGalaxy"
"OzDES_008213",52.880833,-28.898611,0.18208,4,"BrightGalaxy"
"OzDES_001629",52.852042,-28.868833,0.80145,4,"Photo-z"
"OzDES_001630",52.895917,-28.856611,0.28243,4,"Photo-z"
"OzDES_010148",52.914292,-28.827722,1.62162,4,"AGN_monitoring"
"OzDES_011094",52.446083,-29.030917,0.07206,4,"BrightGalaxy"
"OzDES_011092",52.417708,-29.001222,4.0E-5,4,"AGN_reverberation"
"OzDES_001608",52.480542,-28.91275,0.72516,4,"Photo-z"
"OzDES_001611",52.599333,-28.895889,0.51434,3,"Photo-z"
"OzDES_009792",52.5815,-28.873278,0.16184,4,"BrightGalaxy"
"OzDES_001609",52.500333,-28.907944,0.15557,4,"Photo-z"
"OzDES_001610",52.535917,-28.901139,0.17966,4,"Photo-z"
"OzDES_009785",52.507208,-28.860833,0.73743,3,"LRG"
"OzDES_009780",52.563125,-28.874306,0.61138,3,"LRG"
"OzDES_009788",52.560708,-28.858833,0.1623,4,"BrightGalaxy"
"OzDES_011097",52.717125,-28.91525,0.29498,4,"LRG"
"OzDES_001626",52.763792,-28.903833,0.13856,4,"Photo-z"
"OzDES_001627",52.788792,-28.895306,0.35174,3,"Photo-z"
"OzDES_001625",52.76375,-28.887889,0.12746,4,"Photo-z"
