Num,Name,RAJ2000,DEJ2000,z,f_z,imag,UmagC,e_UmagC,BmagC,e_BmagC,VmagC,e_VmagC,RmagC,e_RmagC,ImagC,e_ImagC
12269,"VVDS-J033204.96-275709.8",53.0206913,-27.9527435,0.7342,3,22.0426,25.1315,0.0762,24.0967,0.0312,23.7242,0.0579,22.865,0.0272,22.0426,0.0236
12469,"VVDS-J033206.52-275659.0",53.0271991,-27.9497281,0.6556,4,21.0823,23.7673,0.0296,22.8351,0.0137,22.5031,0.0266,21.7288,0.0132,21.0823,0.0139
60769,"VVDS-J033205.86-275701.4",53.0244306,-27.9504092,2.0257,2,21.3924,27.0095,,25.8544,0.1044,25.063,0.146,23.0134,0.0317,21.3924,0.0176
60842,"VVDS-J033203.51-275658.7",53.0146443,-27.9496509,0.8369,1,23.0451,27.0095,,25.8625,0.1115,25.2484,0.1719,23.8849,0.0695,23.0451,0.0783
12545,"VVDS-J033203.35-275651.8",53.01398,-27.947748,0.676,4,21.5766,24.6803,0.0683,23.6068,0.0247,23.0776,0.0422,22.1804,0.0204,21.5766,0.0197
12804,"VVDS-J033202.54-275647.2",53.010614,-27.9464667,0.8657,4,23.8252,24.8124,0.0623,24.4436,0.0361,24.3834,0.09,23.9658,0.0605,23.8252,0.0828
12808,"VVDS-J033204.14-275648.2",53.0172914,-27.9467264,1.2183,2,23.4573,25.6852,0.0973,24.7054,0.0518,24.2909,0.1097,24.3889,0.0907,23.4573,0.1326
12765,"VVDS-J033206.84-275640.4",53.0285348,-27.9445562,0.2167,3,19.2031,22.457,0.0145,20.9672,0.0041,20.2211,0.0058,19.6835,0.0034,19.2031,0.0038
13161,"VVDS-J033205.78-275627.3",53.0240838,-27.9409259,0.5071,3,21.8308,23.2878,0.0256,22.5102,0.0118,22.1953,0.026,21.8444,0.0161,21.8308,0.0262
12639,"VVDS-J033203.27-275648.2",53.0136643,-27.9467446,0.674,3,22.0934,23.6829,0.0316,23.0401,0.0177,22.7686,0.0382,22.4148,0.0249,22.0934,0.0343
13160,"VVDS-J033204.17-275626.6",53.0173814,-27.9407246,0.6206,24,22.0586,23.6368,0.035,23.067,0.0186,22.8312,0.0413,22.3188,0.0253,22.0586,0.0338
61502,"VVDS-J033204.03-275627.0",53.0168193,-27.9408343,1.2218,2,23.37,27.0095,,25.3381,0.0495,24.2424,0.122,24.132,0.0788,23.37,0.0988
13243,"VVDS-J033202.55-275633.3",53.0106434,-27.9426026,0.846,3,23.1235,26.3882,0.1576,25.5102,0.0674,24.9201,0.1201,23.6708,0.055,23.1235,0.0526
12722,"VVDS-J033210.51-275651.8",53.0438214,-27.9477312,0.3646,1,22.9378,25.8617,0.1502,23.7788,0.0387,23.3855,0.0601,22.8673,0.0388,22.9378,0.0742
12396,"VVDS-J033209.41-275659.0",53.0392152,-27.9497308,0.5281,3,21.8452,24.4096,0.0556,23.5235,0.0223,23.1759,0.0409,22.1776,0.0178,21.8452,0.0249
12965,"VVDS-J033209.66-275640.7",53.0402709,-27.9446557,0.9645,2,23.5053,24.07,0.0368,23.631,0.0251,23.7332,0.0588,23.8409,0.0551,23.5053,0.0797
13303,"VVDS-J033212.21-275627.5",53.0508799,-27.9409934,1.348,1,23.5921,25.2168,0.0985,24.4429,0.0487,23.88,0.0766,23.1786,0.0462,23.5921,0.0853
13121,"VVDS-J033209.36-275635.2",53.0390121,-27.9431247,1.2222,2,23.6035,25.4563,0.112,24.7533,0.0485,24.8472,0.1032,24.4453,0.0784,23.6035,0.0858
14000,"VVDS-J033210.14-275600.9",53.0422706,-27.9335966,0.7392,3,23.6104,25.6744,0.1206,24.7064,0.0468,25.9514,,23.8889,0.0613,23.6104,0.0803
13628,"VVDS-J033211.39-275613.2",53.0474705,-27.9370049,0.6175,3,23.1394,24.4179,0.046,23.8669,0.0258,23.8622,0.0571,23.1977,0.0329,23.1394,0.0501
13643,"VVDS-J033211.33-275609.7",53.0472397,-27.9360508,0.7366,3,22.2765,23.8121,0.0336,23.1544,0.0174,23.004,0.0408,22.4122,0.0226,22.2765,0.0339
13499,"VVDS-J033210.77-275601.0",53.0449031,-27.9336378,0.5204,3,19.7207,22.4895,0.0192,21.5034,0.0077,21.0943,0.014,20.1639,0.0063,19.7207,0.0069
14604,"VVDS-J033213.68-275535.0",53.0570061,-27.9264141,0.8052,9,23.7325,25.8838,0.1752,25.494,0.089,25.9514,,24.3874,0.0993,23.7325,0.1425
13605,"VVDS-J033208.11-275616.7",53.0338291,-27.9379961,0.7383,2,23.4964,25.8821,0.1289,25.3163,0.0619,24.7971,0.1322,24.0473,0.0601,23.4964,0.0719
13973,"VVDS-J033207.32-275557.8",53.0305176,-27.9327413,0.1277,22,23.577,24.9298,0.0946,24.0295,0.03,23.7423,0.0599,23.3483,0.0413,23.577,0.0964
14117,"VVDS-J033207.48-275557.2",53.0311733,-27.9325764,0.6899,3,22.3123,25.828,0.1234,24.2167,0.035,23.5401,0.0707,23.0426,0.0331,22.3123,0.0389
14368,"VVDS-J033206.82-275541.2",53.0284248,-27.928112,0.7378,2,22.9528,24.6302,0.0619,23.9102,0.0314,23.9723,0.0766,23.1356,0.0384,22.9528,0.0534
14539,"VVDS-J033209.98-275533.6",53.0416016,-27.9260049,0.3322,3,22.3515,24.2622,0.0464,23.368,0.0204,22.8637,0.0343,22.4669,0.023,22.3515,0.0359
15094,"VVDS-J033211.13-275512.3",53.0464132,-27.9201081,0.7809,3,23.1814,24.8251,0.0639,24.295,0.0363,24.2138,0.0812,23.6152,0.0458,23.1814,0.0628
14849,"VVDS-J033209.48-275522.6",53.0395135,-27.9229647,1.3541,2,23.212,24.4388,0.0482,23.7609,0.025,23.6478,0.0603,23.4558,0.04,23.212,0.0629
15116,"VVDS-J033207.98-275511.2",53.0332517,-27.9197933,0.669,3,23.4774,24.7732,0.0538,24.0254,0.028,23.9648,0.0616,23.3516,0.038,23.4774,0.0653
63125,"VVDS-J033208.39-275509.9",53.0349914,-27.9194307,1.1323,2,23.6971,27.0095,,26.8609,0.2112,25.9514,,25.0171,0.1122,23.6971,0.0765
15299,"VVDS-J033208.64-275503.2",53.0360008,-27.9175788,0.6756,3,22.1717,25.1876,0.0892,24.3013,0.0351,23.7902,0.0583,22.7926,0.0285,22.1717,0.0323
63140,"VVDS-J033210.13-275507.2",53.0422272,-27.9186884,1.1162,3,21.6855,27.0095,,25.5689,0.0944,25.0026,0.1625,23.3538,0.0449,21.6855,0.023
63168,"VVDS-J033210.44-275506.8",53.04353,-27.9185695,0.9563,21,23.7539,27.0095,,25.7088,0.1369,25.9514,,24.476,0.1226,23.7539,0.0868
63105,"VVDS-J033210.64-275502.4",53.0443658,-27.9173486,0.5204,4,21.069,27.0095,,24.116,0.0374,23.1244,0.0449,21.8643,0.0162,21.069,0.0144
9855,"VVDS-J033150.05-275850.0",52.9585791,-27.9805678,0.4939,2,23.3284,25.3893,0.0887,24.5017,0.0413,24.0792,0.0798,23.3971,0.0375,23.3284,0.0664
9478,"VVDS-J033148.26-275905.6",52.9510854,-27.9849019,0.4868,2,22.422,26.0004,0.1078,24.1346,0.0459,23.7341,0.0735,22.904,0.0326,22.422,0.0333
10342,"VVDS-J033151.82-275825.2",52.9659325,-27.9736719,0.8299,2,22.9939,25.0046,0.0865,24.5126,0.0485,24.4561,0.0896,23.468,0.0552,22.9939,0.0653
10404,"VVDS-J033145.11-275827.0",52.9379994,-27.9741675,1.5065,1,23.8326,25.5222,0.1011,24.0695,0.0342,23.9509,0.072,23.6426,0.0532,23.8326,0.0914
11046,"VVDS-J033147.41-275758.5",52.9475555,-27.9662511,0.4656,1,21.3297,23.9383,0.0453,22.3992,0.0134,21.9842,0.0232,21.5388,0.0155,21.3297,0.022
12516,"VVDS-J033152.40-275655.1",52.9683638,-27.9486579,0.7432,3,22.2094,23.6552,0.031,23.1467,0.0177,23.0674,0.0412,22.5456,0.0243,22.2094,0.0297
12929,"VVDS-J033152.04-275642.5",52.9668351,-27.9451418,9.9999,20,23.6176,25.1146,0.0876,24.3641,0.0411,24.5267,0.1239,24.1841,0.0882,23.6176,0.1041
12939,"VVDS-J033151.85-275642.1",52.9660636,-27.9450331,1.7255,1,23.7843,24.7467,0.0642,23.909,0.0291,23.9042,0.0705,23.8335,0.0573,23.7843,0.0998
12436,"VVDS-J033154.49-275659.8",52.9770497,-27.9499676,0.3185,4,21.3361,23.4116,0.0222,22.4329,0.0102,21.9155,0.0164,21.5764,0.0111,21.3361,0.0163
61033,"VVDS-J033155.40-275645.5",52.9808535,-27.9459767,0.8342,2,22.3115,27.0095,,25.509,0.0959,24.8509,0.1748,23.9588,0.0707,22.3115,0.0313
13537,"VVDS-J033155.51-275617.6",52.9812962,-27.9382241,1.2824,9,23.83,24.1495,0.0431,23.4922,0.0227,23.685,0.0563,23.2876,0.0471,23.83,0.0881
10828,"VVDS-J033144.22-275812.4",52.9342582,-27.970116,0.6776,2,23.1775,26.1349,0.1947,25.7196,0.0898,24.6996,0.1407,24.7176,0.1225,23.1775,0.0948
12447,"VVDS-J033148.33-275650.0",52.9514088,-27.9472496,1.2179,3,21.6147,23.1854,0.0258,22.4743,0.0183,22.5344,0.035,22.0899,0.0241,21.6147,0.0241
61224,"VVDS-J033149.78-275636.4",52.9574314,-27.943459,2.9767,2,23.8801,27.0095,,24.3371,0.0463,24.2627,0.1061,24.1044,0.0645,23.8801,0.1652
14324,"VVDS-J033152.65-275546.3",52.9693938,-27.9295537,9.9999,0,23.227,25.3286,0.1074,24.2493,0.0456,23.9969,0.0904,24.0146,0.0725,23.227,0.0721
62529,"VVDS-J033151.69-275536.7",52.9653908,-27.9268653,1.0754,2,23.3072,27.0095,,25.9389,0.1124,25.9514,,24.3708,0.0837,23.3072,0.0597
61434,"VVDS-J033146.65-275620.9",52.9443766,-27.9391662,0.224,2,23.6661,27.0095,,23.9307,0.0389,23.3141,0.0799,23.5719,0.0623,23.6661,0.121
61561,"VVDS-J033145.86-275620.7",52.9411046,-27.9390917,0.6571,2,22.0693,27.0095,,25.6481,0.1179,24.4386,0.1468,23.0998,0.0497,22.0693,0.033
14690,"VVDS-J033146.75-275525.5",52.944805,-27.9237662,0.7386,3,22.376,23.7223,0.0361,23.1518,0.0235,23.039,0.0485,22.4847,0.0298,22.376,0.0402
99865,"VVDS-J033149.06-275538.5",52.9544247,-27.9273828,1.2366,2,23.8075,27.0095,,27.3138,,25.9514,,24.5248,0.0791,23.8075,0.0919
14990,"VVDS-J033149.17-275516.9",52.9548754,-27.9213658,1.2129,2,22.9084,25.3444,0.0973,24.4255,0.052,24.4232,0.0895,23.7563,0.0563,22.9084,0.0621
14904,"VVDS-J033148.45-275521.5",52.951898,-27.9226452,0.5449,1,23.8953,25.0214,0.1016,24.5525,0.0623,24.7663,0.1336,23.9999,0.0802,23.8953,0.1006
15072,"VVDS-J033147.28-275513.3",52.9470027,-27.9203689,0.4943,2,22.7131,25.2406,0.0843,24.397,0.0426,24.1178,0.0896,23.508,0.0458,22.7131,0.0421
15342,"VVDS-J033150.15-275458.5",52.9589742,-27.9162549,0.6126,3,20.2163,23.8476,0.0346,23.0671,0.0183,22.4239,0.0283,21.3845,0.0116,20.2163,0.0083
12486,"VVDS-J033158.79-275656.2",52.9949965,-27.9489641,0.8648,2,22.7435,24.5258,0.0649,23.8745,0.0355,24.2021,0.0805,23.48,0.0514,22.7435,0.0584
13197,"VVDS-J033158.46-275630.5",52.9936205,-27.9418118,0.263,9,23.2657,24.9386,0.0832,24.0498,0.0342,24.1788,0.0837,23.6413,0.0583,23.2657,0.0768
14119,"VVDS-J033202.52-275557.4",53.0105188,-27.9326252,0.676,3,23.3265,26.4874,0.1676,25.0375,0.0625,24.8933,0.1314,23.799,0.0555,23.3265,0.0726
13752,"VVDS-J033201.80-275553.3",53.0075024,-27.9314761,0.7727,2,22.2916,23.8541,0.0385,23.1953,0.0201,23.0093,0.0411,22.6077,0.0272,22.2916,0.0348
14336,"VVDS-J033200.99-275545.6",53.0041268,-27.9293606,0.6748,2,23.1933,24.8826,0.0655,24.2303,0.0364,24.0463,0.073,23.345,0.039,23.1933,0.0601
14147,"VVDS-J033201.75-275547.8",53.0073289,-27.9299576,0.6739,4,20.9604,23.1517,0.0195,22.3152,0.009,22.0754,0.0179,21.4532,0.011,20.9604,0.0134
13217,"VVDS-J033156.86-275631.9",52.9869411,-27.9422046,0.7415,2,22.4781,24.7777,0.0682,23.9657,0.0342,23.666,0.0676,23.126,0.0408,22.4781,0.0442
13645,"VVDS-J033158.13-275609.5",52.9922481,-27.9359726,0.6183,3,22.4198,23.9291,0.0387,23.2732,0.0206,23.2225,0.0479,22.5809,0.0253,22.4198,0.0391
14215,"VVDS-J033157.61-275550.8",52.9900672,-27.9307923,0.517,3,23.6237,25.2858,0.0857,24.5411,0.0433,24.3109,0.0868,23.556,0.0461,23.6237,0.082
15155,"VVDS-J033200.96-275512.7",53.0040353,-27.9201983,0.7324,3,21.1151,26.8307,0.226,25.045,0.0655,23.7433,0.0554,22.5057,0.0206,21.1151,0.0132
14828,"VVDS-J033158.75-275521.0",52.9948012,-27.9225155,0.3434,2,21.9548,23.7336,0.0357,22.9158,0.0153,22.3779,0.0265,22.0007,0.0177,21.9548,0.0274
15378,"VVDS-J033200.45-275459.1",53.0018946,-27.9164437,1.4396,3,23.6566,24.5841,0.0551,23.9521,0.0277,23.7185,0.0613,23.7585,0.0513,23.6566,0.0743
15418,"VVDS-J033159.32-275457.4",52.9972034,-27.9159533,0.6506,3,22.9647,24.6741,0.0602,23.9086,0.03,23.8663,0.0636,23.0368,0.0356,22.9647,0.0508
99956,"VVDS-J033205.75-275519.9",53.0239671,-27.9222078,0.6837,2,23.8272,27.0095,,27.3138,,25.9514,,24.4631,0.0825,23.8272,0.0775
15130,"VVDS-J033205.87-275509.9",53.024477,-27.9194292,0.6754,4,23.0918,24.7318,0.0698,24.2368,0.0332,23.7804,0.066,23.2917,0.0432,23.0918,0.0563
14993,"VVDS-J033204.38-275515.6",53.0182712,-27.9210084,0.3804,3,23.2241,25.0471,0.0791,23.798,0.0313,23.4668,0.0552,23.2086,0.0419,23.2241,0.069
63123,"VVDS-J033203.47-275507.2",53.014481,-27.9186792,0.6789,3,21.5883,27.0095,,25.4794,0.0797,24.2697,0.0838,22.8805,0.0264,21.5883,0.0178
14972,"VVDS-J033204.71-275509.4",53.0196565,-27.9192874,0.5264,3,21.4463,23.5035,0.0282,22.6441,0.0125,22.3236,0.0245,21.6736,0.0133,21.4463,0.0172
15364,"VVDS-J033207.65-275457.2",53.0318999,-27.9159156,0.3156,3,21.4232,23.551,0.0288,22.6123,0.0126,22.0629,0.0205,21.6581,0.0134,21.4232,0.0193
15413,"VVDS-J033207.30-275458.5",53.030453,-27.9162759,1.1332,2,23.5385,25.0915,0.073,24.3661,0.0374,24.2532,0.0891,23.9224,0.0714,23.5385,0.0913
15370,"VVDS-J033201.65-275457.0",53.0068902,-27.9158572,1.128,2,22.6859,24.2495,0.0521,23.8445,0.0301,23.6427,0.0612,23.3424,0.0412,22.6859,0.0401
63791,"VVDS-J033203.36-275438.7",53.0140156,-27.9107507,0.588,2,22.8487,27.0095,,25.769,0.1278,25.2123,0.1809,23.7088,0.062,22.8487,0.0508
15995,"VVDS-J033203.32-275431.4",53.0138691,-27.9087352,1.3812,3,23.8026,25.1631,0.075,24.4366,0.0385,24.22,0.0858,23.8885,0.0648,23.8026,0.1032
15497,"VVDS-J033201.05-275453.1",53.0044047,-27.9147624,0.6812,2,22.899,24.971,0.0714,24.3494,0.0352,23.8641,0.0815,23.3136,0.0441,22.899,0.0605
15506,"VVDS-J033201.15-275452.0",53.0048081,-27.9144581,1.1761,3,23.9747,24.7854,0.0615,24.3848,0.0343,24.0777,0.0835,24.0816,0.0794,23.9747,0.1165
16823,"VVDS-J033206.99-275359.2",53.0291632,-27.8997929,0.6832,4,21.35,26.2268,0.1884,24.7621,0.0538,23.7577,0.0615,22.424,0.023,21.35,0.0169
16707,"VVDS-J033202.50-275401.9",53.0104524,-27.9005328,0.6122,3,23.2064,24.5172,0.0863,24.0706,0.0483,24.3102,0.1061,23.6992,0.0637,23.2064,0.0927
14275,"VVDS-J033154.88-275542.0",52.9786795,-27.9283415,0.6198,4,20.4966,23.0518,0.021,22.1059,0.0092,21.7868,0.0183,20.9874,0.0089,20.4966,0.0098
14423,"VVDS-J033153.51-275541.1",52.9729917,-27.9281078,0.437,2,23.5033,24.5652,0.0486,23.4486,0.0213,23.4233,0.046,23.0908,0.0325,23.5033,0.0671
15757,"VVDS-J033154.46-275443.2",52.9769326,-27.9120121,0.5355,4,20.4458,25.2672,0.092,23.1269,0.021,22.3443,0.0257,21.2245,0.0115,20.4458,0.0099
15536,"VVDS-J033156.42-275450.6",52.9850876,-27.914072,0.8659,3,23.5893,24.314,0.05,23.8833,0.0311,23.9498,0.0705,23.5848,0.0493,23.5893,0.0714
16272,"VVDS-J033157.11-275414.4",52.9879595,-27.9040263,9.9999,0,23.6039,24.4353,0.0708,24.386,0.0412,23.9505,0.0929,23.5647,0.0608,23.6039,0.0854
63165,"VVDS-J033150.88-275504.7",52.9620302,-27.9179918,0.7458,2,23.1415,27.0095,,25.417,0.0894,24.8366,0.1447,23.8449,0.0659,23.1415,0.0593
15465,"VVDS-J033151.63-275453.8",52.9651626,-27.9149568,1.2145,3,23.4247,23.9352,0.036,23.3207,0.0221,23.2807,0.0525,23.3779,0.0408,23.4247,0.0637
16084,"VVDS-J033151.97-275428.3",52.966572,-27.9078686,0.7337,3,23.9758,24.9071,0.0877,24.4312,0.0479,24.5323,0.1167,24.3297,0.0803,23.9758,0.1001
64177,"VVDS-J033152.52-275418.3",52.9688336,-27.9050855,0.6563,2,23.4166,27.0095,,24.9463,0.0751,24.6303,0.1165,23.7598,0.0587,23.4166,0.0737
16627,"VVDS-J033155.63-275402.3",52.9817951,-27.900663,1.937,2,22.6418,23.9589,0.0371,23.1818,0.016,22.9333,0.0342,22.735,0.0251,22.6418,0.0394
16549,"VVDS-J033152.25-275409.3",52.9677241,-27.9026023,0.2461,4,23.8508,25.3599,0.1005,24.9098,0.0506,24.3611,0.0979,24.0825,0.0725,23.8508,0.1327
17025,"VVDS-J033154.30-275349.5",52.9762569,-27.8971063,1.3221,19,23.6992,25.7477,0.124,24.7822,0.0575,24.5125,0.1163,23.9331,0.0646,23.6992,0.0991
63873,"VVDS-J033159.53-275436.1",52.9980537,-27.9100541,0.7394,2,23.179,27.0095,,26.5878,0.1684,25.1333,0.1506,24.1532,0.0647,23.179,0.054
64099,"VVDS-J033158.76-275424.0",52.9948749,-27.9066737,0.7391,4,21.1979,27.0095,,25.2645,0.0704,24.0375,0.0658,22.7292,0.0236,21.1979,0.0148
16891,"VVDS-J033158.59-275352.6",52.9941446,-27.8979721,0.6456,3,22.974,24.8069,0.0619,24.2162,0.0357,23.9942,0.0739,23.4454,0.0422,22.974,0.0641
92679,"VVDS-J033202.71-275348.8",53.0113328,-27.8969118,9.9999,0,23.4553,27.0095,,27.3138,,24.8777,0.224,23.2786,0.0878,23.4553,0.1577
17250,"VVDS-J033202.45-275339.4",53.0102132,-27.8942823,0.735,3,23.859,25.5759,0.1066,25.0125,0.0668,25.4312,0.1765,24.3072,0.0825,23.859,0.1043
65379,"VVDS-J033204.00-275314.5",53.0166803,-27.8873674,0.5245,1,23.9165,27.0095,,25.5028,0.0938,24.389,0.1522,24.2725,0.0986,23.9165,0.1633
17627,"VVDS-J033201.76-275323.9",53.0073457,-27.8899891,0.5377,2,23.5162,26.2784,0.1462,24.9926,0.0574,25.1828,0.1334,23.9298,0.0935,23.5162,0.101
17255,"VVDS-J033158.04-275340.2",52.9918577,-27.8945062,0.1787,3,23.4622,25.4905,0.1303,24.5787,0.0402,24.0676,0.079,24.199,0.0619,23.4622,0.0997
17216,"VVDS-J033156.86-275338.5",52.9869256,-27.8940408,0.6572,2,22.0642,25.3654,0.1063,24.3192,0.0412,23.8769,0.078,22.7089,0.0308,22.0642,0.0278
65056,"VVDS-J033155.25-275327.2",52.9802352,-27.8909126,9.9999,0,23.5325,27.0095,,24.8356,0.0591,24.2522,0.0852,23.7463,0.0559,23.5325,0.0948
17704,"VVDS-J033156.62-275309.8",52.9859272,-27.8860674,0.2466,3,19.9757,22.4557,0.0136,21.2506,0.005,20.6375,0.0078,20.2674,0.0052,19.9757,0.0075
17902,"VVDS-J033157.86-275305.5",52.9910957,-27.8848828,0.7351,4,22.3593,24.2017,0.0396,23.4961,0.02,23.32,0.0457,22.7563,0.026,22.3593,0.0358
18069,"VVDS-J033158.71-275305.3",52.9946267,-27.8848201,1.1499,9,23.7728,25.9375,0.1824,25.4934,0.0789,25.3395,0.1905,25.0754,0.1119,23.7728,0.1272
18555,"VVDS-J033201.65-275240.4",53.0069157,-27.8779119,9.9999,0,23.5223,24.5883,0.0574,23.8638,0.0295,23.8889,0.0743,23.6319,0.0548,23.5223,0.1177
66002,"VVDS-J033200.43-275228.7",53.0018192,-27.8746512,0.6285,4,21.1204,27.0095,,24.6148,0.0477,23.4889,0.0532,22.2243,0.0179,21.1204,0.014
14116,"VVDS-J033142.81-275554.1",52.9284061,-27.9317082,0.9926,2,23.6616,24.8785,0.0716,24.4077,0.0392,24.1704,0.0804,23.9183,0.0583,23.6616,0.0749
14700,"VVDS-J033144.32-275526.5",52.9346777,-27.9240362,0.6062,2,21.7093,23.7191,0.0359,22.9477,0.0174,22.5611,0.0405,22.0074,0.0221,21.7093,0.0286
62819,"VVDS-J033145.12-275524.2",52.9380217,-27.9234029,9.9999,0,23.805,27.0095,,25.8912,0.0943,24.7627,0.1484,24.636,0.1001,23.805,0.0922
15025,"VVDS-J033144.92-275511.5",52.9372049,-27.9198724,0.3928,2,20.421,23.3166,0.0258,22.2798,0.0104,21.5962,0.0163,20.9019,0.0083,20.421,0.0097
15081,"VVDS-J033145.30-275511.7",52.9387855,-27.9199278,0.6065,22,21.5176,25.0666,0.0859,23.7255,0.0301,23.4044,0.0612,22.1225,0.022,21.5176,0.0213
63560,"VVDS-J033145.87-275447.6",52.941152,-27.9132493,3.8935,1,23.9288,27.0095,,25.5253,0.1155,25.0354,0.1694,24.3195,0.0996,23.9288,0.1168
15924,"VVDS-J033147.45-275434.9",52.9477256,-27.9097153,0.7419,2,23.974,25.4276,0.107,24.6764,0.0529,24.3957,0.1156,23.713,0.0627,23.974,0.0933
17031,"VVDS-J033143.65-275345.1",52.9318946,-27.8958827,0.5627,4,23.0619,23.9509,0.0375,23.5412,0.0214,23.291,0.0493,22.7503,0.0298,23.0619,0.0535
17052,"VVDS-J033142.84-275344.7",52.9285116,-27.8957634,0.9365,2,23.9545,24.606,0.0633,24.4071,0.0407,24.2499,0.0927,24.1153,0.0694,23.9545,0.0874
16279,"VVDS-J033149.95-275420.6",52.9581426,-27.905726,0.2466,3,23.3028,25.6109,0.1,24.2616,0.0352,23.7216,0.0606,23.3725,0.0368,23.3028,0.0675
16967,"VVDS-J033148.22-275350.7",52.9509361,-27.8974323,9.9999,0,23.5844,25.5554,0.0974,24.4037,0.0479,24.2613,0.1149,23.8106,0.0576,23.5844,0.0963
16980,"VVDS-J033148.82-275350.6",52.9534192,-27.8973992,9.9999,20,23.8928,25.3081,0.0871,24.0843,0.036,23.9272,0.0615,23.6423,0.0488,23.8928,0.0936
17106,"VVDS-J033144.37-275316.9",52.9348782,-27.8880343,0.1061,4,18.8233,20.6387,0.0045,19.3743,0.0015,19.0843,0.0032,18.918,0.0026,18.8233,0.004
17840,"VVDS-J033149.03-275309.5",52.9543,-27.8859743,0.8013,2,22.0923,23.8782,0.0393,23.5073,0.0257,23.1608,0.0473,22.8043,0.0331,22.0923,0.0363
18110,"VVDS-J033148.36-275254.8",52.9515392,-27.8818923,0.6219,4,21.9348,23.5686,0.0265,22.8755,0.0167,22.8283,0.0327,22.1848,0.018,21.9348,0.0264
18170,"VVDS-J033150.78-275250.3",52.96159,-27.8806612,1.3291,9,23.7715,24.1669,0.0458,23.6177,0.0283,23.6672,0.0656,23.8847,0.0547,23.7715,0.1008
18386,"VVDS-J033149.44-275242.5",52.9560338,-27.8784753,1.1325,9,23.0904,25.7539,0.1301,25.151,0.0871,24.8463,0.2151,24.2889,0.0999,23.0904,0.0875
18514,"VVDS-J033152.60-275242.7",52.9692032,-27.8785279,9.9999,0,23.5273,24.6993,0.0777,23.978,0.0361,23.5927,0.073,23.8831,0.0672,23.5273,0.1041
19189,"VVDS-J033153.46-275219.3",52.9727752,-27.8720337,0.5956,2,22.0346,25.7747,0.14,23.7911,0.0273,23.1558,0.0406,22.5888,0.0248,22.0346,0.0315
19265,"VVDS-J033154.53-275211.3",52.9772323,-27.8698192,0.8632,3,22.0054,23.9592,0.0482,22.6085,0.0271,22.3223,0.0513,22.1843,0.0393,22.0054,0.0328
19620,"VVDS-J033155.80-275147.9",52.9825325,-27.8633259,1.4036,2,21.4247,23.2809,0.0331,22.4103,0.0182,25.9514,,19.5554,0.0164,21.4247,0.0331
18726,"VVDS-J033151.23-275235.7",52.9634642,-27.876607,0.7347,23,23.204,25.4686,0.0966,24.2872,0.0426,23.553,0.068,23.5193,0.0493,23.204,0.064
66172,"VVDS-J033151.58-275235.3",52.9649259,-27.8764804,1.2469,2,23.3941,27.0095,,26.2014,0.1181,25.9514,,25.2219,0.1107,23.3941,0.0733
19748,"VVDS-J033152.55-275154.4",52.9689943,-27.8651144,0.6816,2,22.6772,25.3907,0.0951,24.1063,0.0388,24.0634,0.0775,23.1056,0.0378,22.6772,0.0411
19291,"VVDS-J033150.09-275213.4",52.9587105,-27.8703958,0.63,3,23.4114,25.057,0.0915,24.2792,0.0463,23.9124,0.0941,23.38,0.0506,23.4114,0.0788
20062,"VVDS-J033155.73-275141.1",52.9822284,-27.8614211,0.5132,2,22.4983,24.9836,0.0767,23.7131,0.0263,23.1839,0.048,22.6731,0.0322,22.4983,0.0453
67939,"VVDS-J033154.20-275104.4",52.9758453,-27.8512459,0.6814,3,22.6113,27.0095,,25.7482,0.1324,24.6767,0.1197,23.5546,0.0439,22.6113,0.0344
18937,"VVDS-J033145.12-275228.9",52.9380343,-27.8747056,0.7337,3,22.6749,26.4448,0.2167,25.3829,0.1039,24.6468,0.1585,23.4341,0.0507,22.6749,0.0383
18822,"VVDS-J033145.95-275230.0",52.9414638,-27.8750041,0.6767,3,22.9067,24.7203,0.0643,23.9058,0.0338,23.4934,0.0628,23.0115,0.0345,22.9067,0.0452
19133,"VVDS-J033147.39-275218.9",52.9474694,-27.8719365,1.6139,1,23.9384,24.6588,0.0513,23.9086,0.03,24.0178,0.0718,23.8032,0.0542,23.9384,0.0967
19426,"VVDS-J033144.31-275208.0",52.9346581,-27.8688894,1.2152,2,23.4544,25.0716,0.0839,24.5164,0.041,24.1683,0.0936,23.9931,0.0672,23.4544,0.068
19485,"VVDS-J033145.00-275205.0",52.9375042,-27.8680751,0.9884,2,23.4326,25.0299,0.0795,24.2261,0.0402,23.9445,0.0761,23.9904,0.0767,23.4326,0.0851
20583,"VVDS-J033143.56-275117.7",52.9315366,-27.8549437,2.8663,1,22.851,24.3245,0.0557,23.0716,0.0186,22.6823,0.0383,22.6459,0.0312,22.851,0.0572
20610,"VVDS-J033143.79-275116.8",52.9324692,-27.8546899,9.9999,20,22.3095,23.7987,0.0321,23.1743,0.0167,22.8979,0.0384,22.7541,0.028,22.3095,0.0331
19931,"VVDS-J033150.23-275142.6",52.9593052,-27.8618373,0.6767,2,22.3709,24.1455,0.0454,23.2655,0.0234,23.1758,0.048,22.4545,0.0253,22.3709,0.0359
21720,"VVDS-J033148.43-275032.2",52.9517948,-27.8423024,0.5624,4,19.9431,24.6149,0.0566,22.8612,0.0192,22.1053,0.0246,20.8144,0.0092,19.9431,0.0077
