recno,SeqNum,Name,UKST,RAJ2000,DEJ2000,Bjmag,Bjsel,z,q_z,n_z,SNR
111519,166941,"TGS243Z257",481,52.145999999999994,-27.151888888888884,19.145,19.098,0.062,4,1,5.3
111555,167017,"TGS167Z126",481,52.011708333333324,-26.964555555555553,18.442,18.396,0.1307,5,1,40.1
111551,167006,"TGS243Z264",481,52.02791666666666,-26.949388888888887,18.856,18.811,0.0817,4,2,6.8
111511,166923,"TGS243Z256",481,52.17279166666666,-27.05930555555555,19.0,18.955,0.1468,4,2,8.5
111499,166895,"TGS243Z252",481,52.21274999999999,-26.955999999999996,19.041,18.997,0.1444,5,1,14.9
111477,166847,"TGS243Z242",481,52.301874999999995,-26.91269444444444,19.187,19.144,0.2016,5,1,16.9
111483,166854,"TGS243Z245",481,52.29008333333333,-26.90097222222222,19.291,19.247,0.1703,4,1,9.3
111604,167115,"TGS243Z280",481,51.83595833333332,-27.091749999999998,19.031,18.98,0.0688,4,2,3.5
111605,167116,"TGS243Z281",481,51.836124999999996,-27.066777777777773,18.185,18.134,0.0436,5,1,11.3
111595,167099,"TGS243Z276",481,51.86904166666666,-27.038249999999998,18.264,18.211,0.221,4,1,9.6
111590,167090,"TGS167Z155",481,51.89470833333333,-26.98508333333333,17.255,17.201,0.129,4,1,17.2
111568,167045,"TGS167Z137",481,51.97570833333332,-26.979777777777773,18.117,18.068,0.0442,5,1,16.5
111580,167069,"TGS167Z145",481,51.92716666666666,-26.990805555555553,18.185,18.133,0.1303,5,1,37.7
111578,167063,"TGS167Z143",481,51.94291666666666,-26.963999999999995,16.751,16.7,0.0433,4,1,24.5
111585,167081,"TGS243Z271",481,51.89974999999999,-26.94669444444444,18.333,18.28,0.1489,4,1,24.9
111630,167168,"TGS167Z185",481,51.736708333333326,-26.95194444444444,18.633,18.583,0.1438,5,1,23.6
111633,167175,"TGS167Z189",481,51.72133333333333,-26.928527777777774,17.798,17.75,0.1433,5,1,22.2
111625,167160,"TGS167Z180",481,51.75916666666666,-26.87419444444444,18.552,18.506,-2.0E-4,5,1,55.7
111609,167123,"TGS167Z167",481,51.81929166666666,-26.90333333333333,19.0,18.948,0.2023,4,1,12.4
111591,167091,"TGS243Z274",481,51.889624999999995,-26.880722222222218,19.218,19.165,0.0616,4,2,2.0
111588,167086,"TGS167Z154",481,51.89708333333333,-26.84136111111111,17.338,17.287,0.2041,4,1,5.9
111602,167108,"TGS167Z163",481,51.84649999999999,-26.807999999999996,18.313,18.264,0.1772,4,1,19.0
111521,166944,"TGS167Z091",481,52.131499999999996,-26.81694444444444,17.904,17.859,0.1301,4,1,25.9
111506,166912,"TGS167Z079",481,52.18754166666666,-26.761361111111107,18.146,18.092,0.1888,4,1,19.6
111576,167060,"TGS167Z141",481,51.94412499999999,-26.781361111111107,18.512,18.464,0.1796,4,1,8.4
111560,167032,"TGS243Z265",481,51.99020833333333,-26.75308333333333,18.805,18.756,0.102,5,2,9.7
111581,167074,"TGS167Z146",481,51.90749999999999,-26.77058333333333,19.229,19.181,0.1462,4,1,20.9
111573,167054,"TGS167Z139",481,51.95249999999999,-26.74705555555555,18.373,18.325,0.1779,4,1,17.1
111534,166977,"TGS167Z104",481,52.07554166666666,-26.682555555555552,17.609,17.553,0.1026,4,1,37.7
111543,166990,"TGS167Z111",481,52.05470833333332,-26.665166666666664,18.785,18.728,0.1452,4,1,16.9
111454,166790,"TGS243Z235",481,52.40124999999999,-26.92169444444444,18.744,18.704,0.1033,5,1,14.6
111443,166765,"TGS243Z231",481,52.44537499999999,-26.872249999999998,19.27,19.234,,1,1,2.1
111457,166806,"TGS243Z236",481,52.374874999999996,-26.823777777777774,18.856,18.815,0.1459,4,2,3.9
111480,166850,"TGS243Z243",481,52.29641666666666,-26.847249999999995,19.135,19.09,0.1892,4,2,5.2
111489,166865,"TGS167Z065",481,52.26995833333333,-26.74694444444444,18.413,18.366,0.1704,4,1,17.3
111467,166826,"TGS243Z239",481,52.348749999999995,-26.704666666666665,18.815,18.775,0.217,4,2,12.5
111440,166754,"TGS167Z028",481,52.46504166666666,-26.64747222222222,18.403,18.362,0.1429,5,1,15.4
111442,166764,"TGS167Z030",481,52.44662499999999,-26.64094444444444,18.522,18.481,0.1714,4,1,12.2
111433,166730,"TGS167Z022",481,52.493249999999996,-26.612166666666663,17.894,17.856,0.0677,5,1,30.4
111445,166772,"TGS167Z033",481,52.43158333333333,-26.597999999999995,19.208,19.166,0.147,4,1,14.8
111435,166745,"TGS243Z229",481,52.47249999999999,-26.573027777777774,19.26,19.223,0.1435,4,1,10.4
111426,166709,"TGS167Z016",481,52.53733333333333,-26.51844444444444,17.375,17.34,0.1715,4,1,22.1
111496,166889,"TGS243Z251",481,52.21579166666666,-26.726166666666664,19.281,19.224,0.1033,4,1,10.3
111512,166925,"TGS167Z082",481,52.16558333333332,-26.703361111111107,19.208,19.147,0.1861,4,1,18.3
111502,166899,"TGS243Z253",481,52.20916666666666,-26.614388888888886,16.182,16.118,0.0431,5,1,30.9
111481,166851,"TGS167Z060",481,52.29099999999999,-26.644999999999996,18.826,18.771,0.2164,4,1,4.3
111485,166856,"TGS167Z061",481,52.28254166666666,-26.59880555555555,18.785,18.727,0.1721,4,1,15.2
111492,166873,"TGS167Z069",481,52.25045833333333,-26.57633333333333,19.031,18.967,0.1728,4,1,12.9
111471,166838,"TGS167Z054",481,52.31462499999999,-26.570249999999998,18.826,18.77,0.0428,5,1,22.3
111486,166857,"TGS243Z247",481,52.28116666666666,-26.561888888888884,18.613,18.551,0.1464,4,1,33.7
111472,166839,"TGS167Z055",481,52.312124999999995,-26.547138888888885,18.959,18.9,0.1498,4,2,5.5
111524,166952,"TGS243Z260",481,52.111458333333324,-26.542166666666663,16.947,16.882,0.081,5,1,31.0
111494,166884,"TGS243Z250",481,52.22424999999999,-26.568805555555553,19.291,19.226,0.216,4,1,5.0
111505,166911,"TGS167Z078",481,52.184458333333325,-26.50844444444444,18.393,18.324,0.1744,4,2,7.1
111495,166887,"TGS167Z070",481,52.216583333333325,-26.516749999999995,17.496,17.425,0.0689,4,2,9.0
111503,166904,"TGS167Z075",481,52.19754166666666,-26.505499999999998,17.827,17.757,0.0682,5,1,48.4
111439,166753,"TGS167Z027",481,52.46354166666666,-26.531277777777774,18.363,18.327,0.0697,4,1,12.0
111449,166782,"TGS167Z036",481,52.41233333333333,-26.520499999999995,18.088,18.046,0.0691,4,1,26.1
111470,166837,"TGS167Z053",481,52.32016666666666,-26.532888888888884,17.412,17.353,0.1455,5,1,28.7
111455,166802,"TGS167Z041",481,52.37837499999999,-26.50758333333333,19.281,19.233,0.1453,3,2,8.9
111438,166752,"TGS167Z026",481,52.463249999999995,-26.404277777777775,18.432,18.388,0.1765,4,1,18.5
111479,166849,"TGS167Z059",481,52.29370833333333,-26.49394444444444,19.062,18.994,0.1487,4,1,8.0
111491,166867,"TGS167Z067",481,52.260166666666656,-26.484055555555553,18.373,18.3,0.0683,4,1,18.3
111468,166830,"TGS167Z051",481,52.33566666666666,-26.425916666666662,19.187,19.132,0.1962,4,1,12.7
111446,166773,"TGS167Z034",481,52.42649999999999,-26.33161111111111,18.99,18.941,-2.0E-4,4,1,30.5
111459,166809,"TGS167Z044",481,52.362958333333324,-26.306527777777774,18.877,18.827,0.1232,4,2,8.3
111646,167199,"TGS243Z291",481,51.68699999999999,-26.83555555555555,17.209,17.163,0.1023,4,1,10.2
111654,167212,"TGS167Z204",481,51.65870833333333,-26.81108333333333,18.897,18.849,0.0651,4,2,10.2
111650,167206,"TGS167Z201",481,51.66687499999999,-26.805138888888884,19.104,19.056,0.2413,4,1,6.8
111623,167156,"TGS167Z178",481,51.760749999999994,-26.806027777777775,18.603,18.558,0.0,5,1,83.2
111607,167119,"TGS167Z166",481,51.82962499999999,-26.752749999999995,18.02,17.973,0.1471,5,1,38.8
111632,167172,"TGS167Z187",481,51.72549999999999,-26.793638888888886,16.663,16.618,0.0048,5,1,23.1
111641,167188,"TGS243Z289",481,51.70108333333333,-26.781138888888886,19.281,19.234,0.1472,4,1,7.4
111636,167181,"TGS167Z192",481,51.71124999999999,-26.779027777777774,18.01,17.964,0.1478,5,1,30.7
111694,167294,"TGS243Z298",481,51.51879166666666,-26.77241666666666,17.618,17.568,0.0426,5,2,6.1
111679,167264,"TGS243Z295",481,51.56658333333333,-26.74933333333333,19.01,18.959,0.2548,4,1,7.2
111645,167197,"TGS243Z290",481,51.68441666666666,-26.760527777777774,18.185,18.136,0.1474,4,1,5.4
111653,167211,"TGS243Z294",481,51.662458333333326,-26.75819444444444,19.0,18.949,0.1016,4,2,2.9
111642,167193,"TGS167Z196",481,51.69329166666666,-26.635611111111107,18.284,18.227,0.1937,5,1,31.5
111599,167104,"TGS167Z160",481,51.85587499999999,-26.717027777777773,18.928,18.88,0.2037,4,1,5.1
111598,167103,"TGS243Z278",481,51.85724999999999,-26.63980555555555,19.0,18.948,,1,3,3.0
111594,167098,"TGS243Z275",481,51.863583333333324,-26.621277777777774,18.472,18.42,0.1458,5,1,11.3
111597,167102,"TGS243Z277",481,51.859583333333326,-26.617138888888885,19.0,18.948,0.1461,4,1,26.8
111572,167052,"TGS243Z270",481,51.95258333333333,-26.647027777777772,18.623,18.567,0.1744,4,1,9.0
111562,167035,"TGS167Z132",481,51.98454166666666,-26.638861111111108,19.249,19.192,0.1302,5,1,23.0
111569,167046,"TGS243Z268",481,51.96099999999999,-26.62522222222222,18.918,18.862,0.1752,4,1,6.8
111624,167158,"TGS167Z179",481,51.757208333333324,-26.63483333333333,18.754,18.701,0.1025,5,1,44.4
111638,167185,"TGS243Z288",481,51.70116666666666,-26.612777777777776,19.197,19.14,0.2446,4,1,5.0
111643,167194,"TGS167Z197",481,51.69062499999999,-26.60283333333333,18.176,18.118,0.0817,4,1,10.6
111622,167155,"TGS167Z177",481,51.75849999999999,-26.594249999999995,18.805,18.751,0.1025,4,1,18.1
111711,167325,"TGS167Z257",481,51.45099999999999,-26.72030555555555,18.887,18.835,0.1484,4,1,27.1
111672,167246,"TGS167Z222",481,51.594291666666656,-26.690861111111108,17.798,17.742,0.1194,4,1,30.9
111669,167238,"TGS167Z217",481,51.601499999999994,-26.64297222222222,18.593,18.533,0.1444,4,1,19.3
111659,167223,"TGS167Z206",481,51.63620833333333,-26.618444444444442,18.0,17.94,0.0819,4,1,15.9
111673,167251,"TGS167Z223",481,51.582249999999995,-26.546361111111107,18.442,18.386,0.0818,4,1,17.6
111725,167359,"TGS167Z271",481,51.38708333333333,-26.65172222222222,19.093,19.039,0.2147,4,1,24.8
111700,167307,"TGS167Z249",481,51.48837499999999,-26.549999999999997,18.452,18.396,0.0816,5,1,26.8
111698,167302,"TGS167Z247",481,51.50804166666666,-26.526777777777774,17.459,17.403,0.0423,5,1,33.4
111719,167341,"TGS167Z263",481,51.42645833333333,-26.524388888888886,18.623,18.563,0.0449,4,1,11.7
111656,167214,"TGS167Z205",481,51.65366666666666,-26.569166666666664,19.166,19.107,0.1447,5,1,11.3
111627,167162,"TGS167Z181",481,51.74374999999999,-26.509777777777774,18.156,18.1,0.0575,5,1,19.9
111670,167241,"TGS167Z219",481,51.59633333333333,-26.527694444444442,18.552,18.495,0.1443,5,1,36.1
111635,167180,"TGS167Z191",481,51.711749999999995,-26.49397222222222,17.798,17.74,0.0638,4,1,9.2
111610,167125,"TGS167Z168",481,51.810958333333325,-26.46066666666666,18.502,18.442,0.2218,4,1,26.0
111615,167140,"TGS167Z171",481,51.78679166666666,-26.457277777777772,19.124,19.064,0.1455,4,1,33.6
111618,167145,"TGS167Z173",481,51.770958333333326,-26.40358333333333,18.472,18.408,0.1417,4,1,24.1
111676,167257,"TGS167Z226",481,51.57641666666666,-26.45997222222222,18.643,18.588,0.0451,5,1,34.7
111661,167227,"TGS167Z208",481,51.62379166666666,-26.42322222222222,18.166,18.108,0.0428,4,1,17.1
111685,167276,"TGS167Z234",481,51.54583333333333,-26.416055555555552,18.185,18.131,0.0425,5,1,45.2
111649,167204,"TGS167Z200",481,51.666083333333326,-26.376888888888885,18.714,18.652,0.2219,4,1,22.4
111637,167184,"TGS167Z193",481,51.70029166666666,-26.346499999999995,18.867,18.805,0.1542,4,1,19.9
111651,167207,"TGS167Z202",481,51.661874999999995,-26.357916666666664,18.959,18.898,0.0438,4,1,24.0
111662,167228,"TGS167Z209",481,51.623124999999995,-26.339638888888885,18.039,17.982,0.1699,5,1,35.7
111550,167004,"TGS167Z120",481,52.024833333333326,-26.552416666666662,18.127,18.065,0.17,5,1,20.4
111539,166986,"TGS167Z108",481,52.05641666666666,-26.531555555555553,18.908,18.844,0.1706,4,1,8.7
111547,166997,"TGS167Z115",481,52.04158333333333,-26.51983333333333,19.229,19.165,0.172,3,1,7.3
111538,166985,"TGS167Z107",481,52.06024999999999,-26.48411111111111,17.856,17.79,0.0,3,1,6.4
111546,166995,"TGS167Z114",481,52.04229166666666,-26.465305555555553,19.26,19.193,0.1933,4,1,11.2
111515,166929,"TGS167Z085",481,52.158624999999994,-26.459194444444442,19.135,19.072,0.1935,3,2,9.8
111504,166910,"TGS167Z077",481,52.18729166666666,-26.439138888888884,19.124,19.062,0.1092,4,1,20.4
111526,166955,"TGS167Z095",481,52.10187499999999,-26.379249999999995,19.302,19.239,0.1457,3,1,10.5
111574,167056,"TGS167Z140",481,51.94349999999999,-26.49011111111111,19.104,19.043,0.145,4,1,12.1
111554,167016,"TGS167Z125",481,52.007999999999996,-26.439666666666664,17.684,17.617,0.1459,4,1,23.1
111557,167029,"TGS167Z128",481,51.989749999999994,-26.427249999999997,19.093,19.026,0.1458,4,1,20.2
111545,166992,"TGS167Z113",481,52.047416666666656,-26.424111111111106,19.021,18.953,0.1451,4,1,20.2
111541,166988,"TGS167Z110",481,52.054083333333324,-26.365277777777774,17.384,17.317,0.0566,5,1,14.0
111561,167034,"TGS167Z131",481,51.98591666666666,-26.368388888888884,18.383,18.318,0.1414,4,1,34.4
111552,167007,"TGS167Z121",481,52.01454166666666,-26.363499999999995,19.156,19.089,0.1263,4,1,16.1
111497,166890,"TGS167Z071",481,52.21091666666666,-26.41172222222222,19.145,19.086,0.1197,4,1,23.6
111475,166843,"TGS167Z057",481,52.29866666666666,-26.322722222222218,18.343,18.292,0.0679,3,2,8.7
111490,166866,"TGS167Z066",481,52.259208333333326,-26.293027777777773,18.029,17.978,0.1304,4,1,18.2
111478,166848,"TGS167Z058",481,52.29329166666666,-26.21894444444444,16.403,16.349,0.0436,4,1,31.8
111513,166926,"TGS167Z083",481,52.16020833333332,-26.296555555555553,19.114,19.059,0.2167,4,1,15.8
111514,166928,"TGS167Z084",481,52.15758333333333,-26.24058333333333,17.618,17.562,0.0425,4,1,15.2
111540,166987,"TGS167Z109",481,52.05479166666666,-26.270666666666664,16.386,16.324,0.0441,5,1,28.5
111586,167082,"TGS167Z151",481,51.892999999999994,-26.380666666666663,17.237,17.171,0.1001,4,1,24.6
111596,167100,"TGS167Z159",481,51.86116666666666,-26.324361111111106,18.264,18.2,0.0402,3,1,6.5
111583,167078,"TGS167Z149",481,51.89520833333333,-26.26405555555555,18.714,18.654,0.0683,4,2,13.3
111582,167076,"TGS167Z147",481,51.900791666666656,-26.23947222222222,18.938,18.878,0.0419,4,1,16.9
111563,167036,"TGS167Z133",481,51.97854166666666,-26.231277777777773,18.393,18.332,0.0413,4,1,28.9
111565,167039,"TGS167Z135",481,51.96983333333333,-26.222888888888885,18.877,18.816,0.1403,4,1,19.2
111593,167096,"TGS167Z158",481,51.876374999999996,-26.13583333333333,18.714,18.652,0.0434,5,1,24.1
111529,166961,"TGS167Z099",481,52.09312499999999,-26.18233333333333,19.104,19.043,0.0558,4,2,6.5
111571,167051,"TGS167Z138",481,51.956333333333326,-26.192138888888884,16.006,15.946,0.0422,5,1,65.4
111508,166915,"TGS167Z080",481,52.17116666666666,-26.098027777777773,18.918,18.86,0.0415,5,1,18.2
111533,166973,"TGS167Z103",481,52.07312499999999,-26.07833333333333,19.156,19.093,0.03,2,2,1.2
111523,166951,"TGS167Z093",481,52.10424999999999,-26.088388888888886,18.815,18.755,0.0558,5,2,12.4
111592,167092,"TGS167Z156",481,51.87783333333333,-26.111749999999997,19.26,19.199,0.1218,3,3,10.2
111549,167003,"TGS167Z119",481,52.019499999999994,-26.080999999999996,19.302,19.24,0.2167,4,1,17.8
111527,166957,"TGS167Z096",481,52.09666666666666,-26.006305555555553,19.249,19.191,0.1412,4,1,24.2
111537,166982,"TGS167Z106",481,52.05395833333333,-25.99030555555555,18.583,18.522,0.0443,3,2,5.9
72203,103009,"TGS320Z246",418,49.468374999999995,-28.357138888888883,19.397,19.318,0.1151,3,2,6.7
72202,103008,"TGS241Z192",418,49.46804166666666,-28.335888888888885,19.331,19.252,0.1708,5,1,8.3
72160,102963,"TGS320Z238",418,49.61612499999999,-28.24408333333333,19.006,18.93,0.1014,5,2,10.7
72159,102962,"TGS320Z237",418,49.62429166666666,-28.21786111111111,19.32,19.243,0.1165,3,3,10.1
72145,102946,"TGS320Z232",418,49.66191666666666,-28.20219444444444,18.899,18.822,0.1804,4,1,10.3
72132,102932,"TGS241Z173",418,49.71016666666666,-28.130388888888884,19.386,19.309,0.1162,4,1,13.7
72166,102969,"TGS241Z181",418,49.61779166666666,-28.098083333333328,18.813,18.722,0.1351,4,1,13.6
72153,102955,"TGS320Z234",418,49.658874999999995,-28.104944444444442,19.168,19.082,0.0671,4,1,8.0
72152,102954,"TGS241Z179",418,49.64824999999999,-28.06494444444444,19.353,19.266,0.1237,4,2,7.8
72201,103007,"TGS240Z114",418,49.49279166666666,-28.11258333333333,18.157,18.056,0.0685,5,1,15.7
72176,102981,"TGS241Z184",418,49.57158333333333,-28.088749999999997,17.615,17.52,0.0685,5,1,21.9
72200,103006,"TGS240Z113",418,49.49520833333332,-28.043638888888886,18.909,18.813,0.1167,5,1,15.3
72124,102923,"TGS320Z223",418,49.72874999999999,-28.05805555555555,19.419,19.345,0.1983,4,1,13.0
72110,102909,"TGS241Z165",418,49.770333333333326,-28.024638888888884,17.575,17.507,0.0683,5,1,15.2
72117,102916,"TGS242Z231",418,49.75512499999999,-27.999833333333328,18.549,18.481,0.0694,4,2,3.4
72116,102915,"TGS241Z169",418,49.751374999999996,-27.96711111111111,17.813,17.743,0.0292,5,2,9.3
72115,102914,"TGS242Z230",418,49.74887499999999,-27.956472222222217,18.383,18.313,0.0297,4,2,5.2
72076,102870,"TGS242Z225",418,49.85974999999999,-28.006527777777773,19.006,18.942,0.201,4,1,5.4
72075,102869,"TGS242Z224",418,49.85154166666666,-27.977749999999997,19.309,19.246,0.1195,4,1,15.4
72064,102855,"TGS241Z148",418,49.894749999999995,-27.953499999999995,19.135,19.072,0.1991,2,1,5.4
72099,102894,"TGS241Z158",418,49.826583333333325,-27.94722222222222,18.909,18.846,0.2009,4,1,15.6
72103,102899,"TGS241Z159",418,49.80245833333333,-27.942222222222217,18.362,18.297,0.1205,4,1,9.6
72082,102876,"TGS241Z155",418,49.831958333333326,-27.876222222222218,19.419,19.358,0.2186,4,1,14.4
72158,102961,"TGS240Z104",418,49.630624999999995,-27.905111111111108,19.222,19.154,0.1884,4,1,19.8
72109,102908,"TGS241Z164",418,49.77237499999999,-27.89872222222222,19.32,19.253,0.1184,5,1,10.8
72114,102913,"TGS242Z229",418,49.767083333333325,-27.889138888888883,18.952,18.885,0.1213,4,1,8.2
72098,102893,"TGS241Z157",418,49.81566666666666,-27.87944444444444,18.623,18.561,0.1183,4,2,7.8
72144,102945,"TGS241Z175",418,49.66983333333333,-27.874527777777775,19.353,19.288,0.1872,5,1,13.8
72113,102912,"TGS241Z168",418,49.765874999999994,-27.845555555555553,18.404,18.34,0.0696,5,2,12.2
72209,103015,"TGS240Z115",418,49.474708333333325,-28.042916666666663,18.197,18.101,0.1404,5,1,13.7
72196,103002,"TGS241Z189",418,49.51466666666666,-27.923666666666662,18.352,18.276,0.0909,5,1,20.3
72208,103014,"TGS241Z195",418,49.47254166666666,-27.888527777777774,18.856,18.785,-5.0E-4,3,1,29.9
72193,102998,"TGS240Z110",418,49.53799999999999,-27.91008333333333,17.507,17.434,0.0907,5,1,31.1
72151,102953,"TGS241Z178",418,49.65124999999999,-27.870277777777773,19.32,19.256,0.1178,4,2,8.9
72157,102960,"TGS240Z103",418,49.639374999999994,-27.864861111111107,19.298,19.235,0.1965,3,1,12.5
72131,102931,"TGS242Z232",418,49.71758333333332,-27.758111111111106,19.06,18.998,0.001,2,1,2.7
72165,102968,"TGS241Z180",418,49.617458333333325,-27.759916666666662,17.497,17.434,0.1229,5,1,20.7
72156,102959,"TGS240Z102",418,49.64329166666666,-27.72369444444444,19.419,19.357,1.0E-4,5,1,48.5
72164,102967,"TGS240Z106",418,49.628249999999994,-27.67144444444444,18.623,18.556,0.1177,5,1,43.5
72056,102847,"TGS242Z221",418,49.930833333333325,-27.92941666666666,19.342,19.281,0.2017,4,1,8.3
72070,102861,"TGS242Z223",418,49.88566666666666,-27.91155555555555,18.435,18.374,0.1188,4,1,16.9
72043,102833,"TGS241Z140",418,49.941624999999995,-27.866888888888884,17.783,17.727,0.0649,4,1,11.6
72063,102854,"TGS241Z147",418,49.90274999999999,-27.843111111111106,18.424,18.368,0.0692,5,2,4.4
72016,102805,"TGS241Z132",418,49.99733333333332,-27.754333333333328,18.518,18.462,0.1389,5,1,14.3
72003,102791,"TGS241Z128",418,50.03816666666666,-27.74547222222222,18.952,18.893,0.1395,4,2,5.3
72007,102795,"TGS242Z215",418,50.01704166666666,-27.72116666666666,18.941,18.883,0.1317,4,1,9.2
72097,102892,"TGS242Z228",418,49.83066666666666,-27.84541666666666,19.397,19.337,0.1201,3,2,3.4
72062,102853,"TGS242Z222",418,49.89591666666666,-27.793277777777774,19.266,19.209,0.1408,4,1,6.1
72081,102875,"TGS241Z154",418,49.84774999999999,-27.71469444444444,19.266,19.206,0.0631,3,3,7.9
72061,102852,"TGS241Z146",418,49.91562499999999,-27.643111111111107,19.06,19.002,0.1878,4,1,11.0
71969,102754,"TGS241Z114",418,50.11879166666666,-27.747416666666663,19.027,18.966,0.2022,4,1,17.7
71980,102766,"TGS242Z210",418,50.099708333333325,-27.741138888888884,18.414,18.353,0.201,4,1,8.2
71963,102748,"TGS241Z111",418,50.12933333333333,-27.650166666666664,19.386,19.321,0.2033,5,2,6.6
71990,102776,"TGS242Z212",418,50.06187499999999,-27.66344444444444,19.386,19.324,,1,2,2.2
71944,102726,"TGS241Z104",418,50.18354166666666,-27.620916666666663,18.739,18.675,0.1296,4,1,10.3
71968,102753,"TGS241Z113",418,50.12304166666666,-27.637861111111107,19.277,19.211,-1.0E-4,4,1,48.3
71967,102752,"TGS241Z112",418,50.124874999999996,-27.609416666666664,19.2,19.132,0.1411,5,1,8.8
71937,102719,"TGS241Z102",418,50.210583333333325,-27.561861111111106,19.386,19.326,,1,1,11.7
72002,102790,"TGS241Z127",418,50.03583333333333,-27.52961111111111,18.362,18.3,0.0634,4,1,8.2
71979,102765,"TGS241Z121",418,50.09262499999999,-27.48297222222222,19.353,19.285,0.0699,5,2,9.5
72112,102911,"TGS241Z167",418,49.76387499999999,-27.763111111111108,19.331,19.269,0.1811,4,1,12.0
72108,102906,"TGS241Z162",418,49.78579166666666,-27.688277777777774,17.773,17.712,0.1854,4,2,6.2
72130,102930,"TGS241Z172",418,49.71829166666666,-27.692222222222217,19.081,19.02,0.1845,3,2,5.4
72074,102868,"TGS241Z153",418,49.859333333333325,-27.652222222222218,18.218,18.159,0.0628,4,1,16.6
72175,102980,"TGS240Z107",418,49.57908333333333,-27.61080555555555,19.397,19.325,0.14,3,1,16.9
72163,102966,"TGS240Z105",418,49.63224999999999,-27.588138888888885,18.435,18.366,0.1186,4,1,25.4
72162,102965,"TGS242Z237",418,49.630708333333324,-27.576861111111107,18.739,18.67,9.0E-4,4,1,7.3
72143,102944,"TGS240Z100",418,49.677833333333325,-27.55419444444444,18.963,18.896,0.1193,4,1,17.3
72150,102952,"TGS242Z236",418,49.65720833333333,-27.545361111111106,18.654,18.588,0.118,4,1,19.9
72136,102936,"TGS242Z233",418,49.70604166666666,-27.509805555555552,17.893,17.829,0.127,5,1,29.6
72042,102832,"TGS242Z218",418,49.94629166666666,-27.493249999999996,19.016,18.957,0.1013,4,2,8.2
72069,102860,"TGS241Z151",418,49.90537499999999,-27.496916666666664,16.362,16.301,0.0638,5,1,68.5
72055,102846,"TGS241Z143",418,49.93212499999999,-27.47169444444444,18.728,18.668,0.0644,5,1,12.1
72001,102789,"TGS242Z214",418,50.03729166666666,-27.450666666666663,18.466,18.4,0.1176,4,1,8.8
72027,102817,"TGS241Z136",418,49.98374999999999,-27.45172222222222,19.06,18.999,0.1284,5,1,12.8
71919,102701,"TGS241Z100",418,50.25633333333332,-27.580555555555552,19.364,19.305,0.0436,4,1,9.4
71893,102671,"TGS241Z092",418,50.34324999999999,-27.52408333333333,18.56,18.492,0.1241,5,1,18.2
71900,102680,"TGS241Z094",418,50.321124999999995,-27.520777777777774,19.441,19.375,0.1291,4,1,6.7
71930,102712,"TGS241Z101",418,50.23074999999999,-27.511249999999997,17.723,17.661,0.1269,5,1,30.6
71887,102663,"TGS241Z088",418,50.35858333333333,-27.51433333333333,18.623,18.553,0.1317,4,1,10.2
71892,102670,"TGS242Z194",418,50.347291666666656,-27.47230555555555,18.321,18.252,0.0853,5,1,26.7
71870,102646,"TGS242Z190",418,50.40883333333333,-27.454805555555552,18.995,18.925,0.1278,4,2,4.5
71875,102651,"TGS241Z084",418,50.37870833333333,-27.46158333333333,19.016,18.947,0.2036,5,1,21.1
71891,102669,"TGS241Z091",418,50.352083333333326,-27.39261111111111,18.424,18.354,0.0702,5,1,22.7
71955,102739,"TGS242Z206",418,50.16491666666666,-27.476999999999997,19.114,19.045,0.1256,3,1,20.4
71962,102747,"TGS242Z208",418,50.133333333333326,-27.472249999999995,18.095,18.025,0.0642,5,1,14.4
71918,102700,"TGS241Z099",418,50.25791666666666,-27.423805555555553,19.168,19.098,0.1242,5,1,6.7
71917,102699,"TGS242Z200",418,50.263749999999995,-27.419138888888885,17.793,17.723,0.0636,4,1,8.5
71924,102706,"TGS242Z202",418,50.23924999999999,-27.333388888888884,18.259,18.186,0.1244,4,1,5.5
71906,102687,"TGS242Z197",418,50.301249999999996,-27.330249999999996,18.187,18.114,0.0636,4,2,4.2
71886,102662,"TGS241Z087",418,50.37087499999999,-27.366861111111106,17.913,17.843,0.0695,5,1,14.0
112049,167854,"TGS241Z207",481,50.459083333333325,-27.319166666666664,18.846,18.778,0.1897,5,1,15.7
111987,167765,"TGS242Z313",481,50.58595833333332,-27.306999999999995,18.117,18.046,0.1938,4,2,7.1
111996,167778,"TGS241Z204",481,50.56704166666666,-27.299638888888886,17.952,17.882,0.0635,4,1,25.4
71885,102661,"TGS242Z193",418,50.37979166666666,-27.330527777777775,18.984,18.914,0.1289,4,2,5.5
112082,167901,"TGS241Z213",481,50.35912499999999,-27.27972222222222,18.694,18.62,0.0634,4,1,7.5
112096,167919,"TGS241Z215",481,50.33449999999999,-27.282666666666664,19.176,19.102,-6.0E-4,2,1,3.9
112104,167928,"TGS241Z219",481,50.316708333333324,-27.261555555555553,18.897,18.821,0.1833,5,1,18.3
112105,167929,"TGS241Z220",481,50.31541666666666,-27.257777777777775,18.137,18.06,0.1816,4,1,11.0
112045,167849,"TGS241Z205",481,50.46616666666666,-27.185638888888885,18.313,18.234,0.0648,5,1,26.2
112065,167875,"TGS241Z208",481,50.41154166666666,-27.175166666666662,17.422,17.339,0.0641,5,1,17.4
112068,167879,"TGS241Z209",481,50.40095833333333,-27.161611111111107,19.291,19.209,0.2788,5,1,13.0
